// JOGOS
// Version 1.05
// File Date:2025/07/15 19:05:11
// (C) 2019-2023 JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
Model=JOGOS
Type=INFINITY

[Head]
SondeName=AEM-USB
SondeNo=1919
SensorType=T0R0R1X0Y0B0
SensorType2=030101020202
Channel=6
Comment=Kelompok 13 dan 14
MeasMode=1

PreHeat=3000
Interval=1000
BurstCnt=10
BurstTime=1
WiperInterval=0
DelayTime=0
BuzzerEN=1
BuzzerInterval=1
BuzzerNumber=3
SampleCnt=6950

StartTime=2025/07/15 07:30:00
EndTime=2025/07/15 19:04:09

DepAdjRho=0.0000

ECA=0
ECB=0
ECDeg=0
ECCoef=0.000

CHLA=0
CHLB=0

AlphaData=0.1
BetaData=-3.11

PC_SWA=0
PC_SWB=0
PC_SWC=0
PC_SWD=0

DepthZero=0
StartDepthA=0
StartDepthB=0

FilmNo=

CondDepB=0
DepM=0

FormulaDOM=0
ExplanationDOM=Weiss (1970)

CoefDate=2021/11/11

Ch1=-1.359212e+01,+1.340604e-03,-1.266932e-08,+1.499809e-13,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=-1.247062e+00,-1.303731e-05,+2.376205e-09,-2.434040e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch3=-1.135576e+00,-2.468658e-05,+2.747151e-09,-2.820625e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch4=-6.008107e+02,+1.832601e-02,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch5=-6.050220e+02,+1.845396e-02,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch6=0.000000000e00,1.152000000e-04,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Measurement Date/Time,Vel. [cm/sec],Dir. [°],Vel.-NS [cm/sec],Vel.-EW [cm/sec],Temp. [℃],Comp A,Comp B,Compass [°],Vel.-X [cm/sec],Vel.-Y [cm/sec],Batt. [V]
2025/07/15 17:48:04,629.227,120.638,-320.662,541.390,28.749,-0.9,-0.4,245.150,-476.91,-327.92,2.90,
2025/07/15 17:48:05,347.973,143.883,-281.099,205.107,28.748,-0.9,-0.4,245.149,-336.33,-67.00,2.90,
2025/07/15 17:48:06,781.351,109.514,-260.996,736.472,28.747,-0.9,-0.4,245.152,-496.66,-507.86,2.90,
2025/07/15 17:48:07,597.297,114.734,-249.916,542.500,28.746,-0.9,-0.4,245.152,-414.36,-352.87,2.90,
2025/07/15 17:48:08,655.021,119.579,-323.333,569.657,28.749,-0.9,-0.4,245.149,-489.00,-349.71,2.90,
2025/07/15 17:48:09,617.866,118.277,-292.709,544.132,28.748,-0.9,-0.4,245.152,-452.55,-339.47,2.90,
2025/07/15 17:49:00,1.494,174.696,-1.487,0.138,28.694,-0.9,-0.4,244.753,-1.35,0.49,2.90,
2025/07/15 17:49:01,882.003,109.614,-296.076,830.824,28.695,-0.9,-0.4,244.793,-565.20,-568.74,2.90,
2025/07/15 17:49:02,882.734,109.617,-296.357,831.499,28.692,-0.9,-0.4,244.809,-565.53,-569.35,2.90,
2025/07/15 17:49:03,882.848,109.623,-296.481,831.577,28.691,-0.9,-0.4,244.815,-565.61,-569.42,2.90,
2025/07/15 17:49:04,882.748,109.621,-296.420,831.492,28.692,-0.9,-0.4,244.814,-565.53,-569.37,2.90,
2025/07/15 17:49:05,882.905,109.630,-296.600,831.595,28.696,-0.9,-0.4,244.822,-565.64,-569.46,2.90,
2025/07/15 17:49:06,882.934,109.626,-296.562,831.639,28.700,-0.9,-0.4,244.819,-565.66,-569.48,2.90,
2025/07/15 17:49:07,883.006,109.629,-296.625,831.692,28.703,-0.9,-0.4,244.823,-565.70,-569.54,2.90,
2025/07/15 17:49:08,883.006,109.626,-296.578,831.709,28.704,-0.9,-0.4,244.819,-565.70,-569.54,2.90,
2025/07/15 17:49:09,882.991,109.636,-296.729,831.640,28.701,-0.9,-0.4,244.829,-565.70,-569.52,2.90,
2025/07/15 17:50:00,641.202,116.908,-290.179,571.784,28.704,-0.9,-0.4,244.754,-462.87,-359.64,2.90,
2025/07/15 17:50:01,882.791,109.599,-296.113,831.647,28.706,-0.9,-0.4,244.789,-565.59,-569.37,2.90,
2025/07/15 17:50:02,882.920,109.610,-296.323,831.709,28.703,-0.9,-0.4,244.802,-565.66,-569.46,2.90,
2025/07/15 17:50:03,882.891,109.620,-296.461,831.629,28.701,-0.9,-0.4,244.812,-565.64,-569.44,2.90,
2025/07/15 17:50:04,882.991,109.628,-296.610,831.683,28.699,-0.9,-0.4,244.821,-565.70,-569.52,2.90,
2025/07/15 17:50:05,882.920,109.628,-296.585,831.615,28.701,-0.9,-0.4,244.820,-565.66,-569.46,2.90,
2025/07/15 17:50:06,882.948,109.630,-296.628,831.630,28.702,-0.9,-0.4,244.822,-565.68,-569.48,2.90,
2025/07/15 17:50:07,882.963,109.636,-296.715,831.615,28.704,-0.9,-0.4,244.829,-565.68,-569.50,2.90,
2025/07/15 17:50:08,882.891,109.636,-296.690,831.548,28.707,-0.9,-0.4,244.828,-565.64,-569.44,2.90,
2025/07/15 17:50:09,882.977,109.639,-296.766,831.612,28.710,-0.9,-0.4,244.831,-565.70,-569.50,2.90,
2025/07/15 17:51:00,206.903,132.478,-139.724,152.598,28.671,-0.9,-0.4,244.753,-182.48,-74.75,2.90,
2025/07/15 17:51:01,882.648,109.600,-296.085,831.505,28.672,-0.9,-0.4,244.793,-565.48,-569.30,2.90,
2025/07/15 17:51:02,882.791,109.608,-296.252,831.597,28.673,-0.9,-0.4,244.801,-565.57,-569.39,2.90,
2025/07/15 17:51:03,882.848,109.616,-296.386,831.611,28.674,-0.9,-0.4,244.809,-565.61,-569.42,2.90,
2025/07/15 17:51:04,882.877,109.629,-296.586,831.570,28.674,-0.9,-0.4,244.822,-565.62,-569.44,2.90,
2025/07/15 17:51:05,882.848,109.630,-296.581,831.541,28.676,-0.9,-0.4,244.822,-565.61,-569.42,2.90,
2025/07/15 17:51:06,882.934,109.633,-296.658,831.605,28.676,-0.9,-0.4,244.826,-565.66,-569.48,2.90,
2025/07/15 17:51:07,882.905,109.639,-296.743,831.544,28.677,-0.9,-0.4,244.832,-565.64,-569.46,2.90,
2025/07/15 17:51:08,882.719,109.641,-296.701,831.362,28.678,-0.9,-0.4,244.834,-565.51,-569.35,2.90,
2025/07/15 17:51:09,882.819,109.641,-296.733,831.456,28.680,-0.9,-0.4,244.833,-565.59,-569.41,2.90,
2025/07/15 17:52:00,335.933,123.022,-183.071,281.667,28.697,-0.9,-0.4,244.753,-264.55,-163.58,2.90,
2025/07/15 17:52:01,882.676,109.603,-296.143,831.515,28.696,-0.9,-0.4,244.796,-565.50,-569.31,2.90,
2025/07/15 17:52:02,882.748,109.613,-296.315,831.530,28.692,-0.9,-0.4,244.807,-565.53,-569.37,2.90,
2025/07/15 17:52:03,882.905,109.620,-296.467,831.642,28.685,-0.9,-0.4,244.813,-565.64,-569.46,2.90,
2025/07/15 17:52:04,882.891,109.629,-296.591,831.583,28.685,-0.9,-0.4,244.823,-565.62,-569.46,2.90,
2025/07/15 17:52:05,882.877,109.634,-296.653,831.546,28.686,-0.9,-0.4,244.826,-565.62,-569.44,2.90,
2025/07/15 17:52:06,882.948,109.632,-296.649,831.623,28.686,-0.9,-0.4,244.826,-565.66,-569.50,2.90,
2025/07/15 17:52:07,882.991,109.630,-296.629,831.676,28.686,-0.9,-0.4,244.822,-565.70,-569.52,2.90,
2025/07/15 17:52:08,882.948,109.637,-296.730,831.594,28.687,-0.9,-0.4,244.831,-565.66,-569.50,2.90,
2025/07/15 17:52:09,882.948,109.643,-296.811,831.565,28.689,-0.9,-0.4,244.837,-565.66,-569.50,2.90,
2025/07/15 17:53:00,766.629,112.245,-290.216,709.573,28.666,-0.9,-0.4,244.756,-514.09,-471.27,2.90,
2025/07/15 17:53:01,883.106,109.595,-296.172,831.960,28.670,-0.9,-0.4,244.788,-565.77,-569.59,2.90,
2025/07/15 17:53:02,883.191,109.610,-296.415,831.965,28.672,-0.9,-0.4,244.803,-565.83,-569.65,2.90,
2025/07/15 17:53:03,883.077,109.611,-296.396,831.850,28.676,-0.9,-0.4,244.804,-565.75,-569.57,2.90,
2025/07/15 17:53:04,883.020,109.616,-296.444,831.772,28.680,-0.9,-0.4,244.809,-565.72,-569.54,2.90,
2025/07/15 17:53:05,882.891,109.616,-296.406,831.649,28.684,-0.9,-0.4,244.810,-565.62,-569.46,2.90,
2025/07/15 17:53:06,882.920,109.619,-296.449,831.664,28.685,-0.9,-0.4,244.812,-565.64,-569.48,2.90,
2025/07/15 17:53:07,882.862,109.622,-296.477,831.593,28.687,-0.9,-0.4,244.816,-565.61,-569.44,2.90,
2025/07/15 17:53:08,882.834,109.624,-296.501,831.554,28.687,-0.9,-0.4,244.818,-565.59,-569.42,2.90,
2025/07/15 17:53:09,882.862,109.623,-296.496,831.586,28.688,-0.9,-0.4,244.817,-565.61,-569.44,2.90,
2025/07/15 17:54:00,883.047,100.947,-167.694,866.978,28.675,-0.9,-0.5,236.125,-565.88,-569.41,2.90,
2025/07/15 17:54:01,857.810,102.704,-188.638,836.812,28.665,-0.9,-0.5,236.150,-566.32,-536.41,2.90,
2025/07/15 17:54:02,859.620,102.566,-187.022,839.029,28.659,-0.9,-0.5,236.131,-566.38,-538.70,2.90,
2025/07/15 17:54:03,856.799,102.730,-188.808,835.737,28.656,-0.9,-0.5,236.101,-566.38,-535.04,2.90,
2025/07/15 17:54:04,883.290,100.955,-167.860,867.193,28.654,-0.9,-0.5,236.123,-566.14,-569.46,2.90,
2025/07/15 17:54:05,875.312,101.476,-174.153,857.812,28.655,-0.9,-0.5,236.097,-566.39,-558.94,2.90,
2025/07/15 17:54:06,883.405,100.924,-167.412,867.397,28.656,-0.9,-0.5,236.108,-566.05,-569.70,2.90,
2025/07/15 17:54:07,883.406,100.919,-167.334,867.413,28.656,-0.9,-0.5,236.107,-566.01,-569.74,2.90,
2025/07/15 17:54:08,882.242,100.999,-168.324,866.036,28.657,-0.9,-0.5,236.110,-566.03,-568.22,2.90,
2025/07/15 17:54:09,881.940,101.018,-168.552,865.684,28.657,-0.9,-0.5,236.106,-566.06,-567.80,2.90,
2025/07/15 17:55:00,787.231,114.829,-330.572,714.461,28.912,-0.9,-0.4,242.907,-566.30,-443.68,2.90,
2025/07/15 17:55:01,765.432,117.404,-352.303,679.536,28.986,-0.9,-0.4,243.578,-566.45,-414.17,2.90,
2025/07/15 17:55:02,744.460,117.892,-348.264,657.976,29.031,-0.9,-0.4,242.199,-565.88,-386.12,2.90,
2025/07/15 17:55:03,204.155,52.447,124.432,161.852,29.025,-0.9,-0.4,242.044,33.67,-199.15,2.90,
2025/07/15 17:55:04,777.472,114.338,-320.411,708.378,29.000,-0.9,-0.4,241.588,-566.28,-430.61,2.90,
2025/07/15 17:55:05,760.812,116.003,-333.557,683.795,28.968,-0.9,-0.4,241.765,-566.41,-407.93,2.90,
2025/07/15 17:55:06,761.730,116.027,-334.246,684.480,28.938,-0.9,-0.4,241.879,-566.36,-409.24,2.90,
2025/07/15 17:55:07,398.320,157.011,-366.686,155.566,28.920,-0.9,-0.4,241.963,-395.56,34.94,2.90,
2025/07/15 17:55:08,639.349,100.410,-115.525,628.826,28.903,-0.9,-0.4,243.149,-354.20,-465.60,2.90,
2025/07/15 17:55:09,741.299,119.176,-361.382,647.245,28.891,-0.9,-0.4,243.141,-566.19,-381.40,2.90,
2025/07/15 17:56:00,850.708,109.984,-290.730,799.488,28.785,-0.9,-0.4,242.954,-566.14,-527.39,2.90,
2025/07/15 17:56:01,716.704,121.460,-374.050,611.352,28.789,-0.9,-0.4,242.922,-566.43,-346.59,2.90,
2025/07/15 17:56:02,636.810,131.630,-423.046,475.982,28.788,-0.9,-0.4,243.068,-566.52,-222.45,2.90,
2025/07/15 17:56:03,725.965,120.674,-370.355,624.390,28.786,-0.9,-0.4,243.092,-566.43,-359.71,2.90,
2025/07/15 17:56:04,768.875,116.597,-344.239,687.509,28.786,-0.9,-0.4,243.081,-566.41,-418.88,2.90,
2025/07/15 17:56:05,790.869,114.686,-330.308,718.589,28.786,-0.9,-0.4,243.059,-566.38,-448.46,2.90,
2025/07/15 17:56:06,693.330,124.234,-390.052,573.206,28.786,-0.9,-0.4,243.121,-566.52,-312.56,2.90,
2025/07/15 17:56:07,759.570,117.412,-349.700,674.282,28.787,-0.9,-0.4,243.054,-566.47,-406.18,2.90,
2025/07/15 17:56:08,686.943,124.950,-393.525,563.053,28.789,-0.9,-0.4,243.089,-566.56,-303.00,2.90,
2025/07/15 17:56:09,769.154,116.589,-344.264,687.809,28.790,-0.9,-0.4,243.087,-566.50,-419.15,2.90,
2025/07/15 17:57:00,837.303,160.607,-789.798,278.020,28.813,-0.9,0.4,292.586,-566.43,-509.63,2.90,
2025/07/15 17:57:01,793.004,164.124,-762.756,216.927,28.815,-0.9,0.4,292.665,-566.45,-451.23,2.90,
2025/07/15 17:57:02,797.694,163.733,-765.760,223.442,28.814,-0.9,0.4,292.649,-566.52,-457.39,2.90,
2025/07/15 17:57:03,704.052,172.549,-698.106,91.304,28.813,-0.9,0.4,292.620,-566.67,-328.10,2.90,
2025/07/15 17:57:04,837.615,160.629,-790.198,277.826,28.813,-0.9,0.4,292.618,-566.54,-509.93,2.90,
2025/07/15 17:57:05,863.286,158.816,-804.951,311.956,28.812,-0.9,0.4,292.619,-566.50,-543.31,2.90,
2025/07/15 17:57:06,762.000,166.802,-741.873,173.981,28.814,-0.9,0.4,292.635,-566.71,-409.23,2.90,
2025/07/15 17:57:07,739.007,168.948,-725.302,141.663,28.815,-0.9,0.4,292.643,-566.58,-377.78,2.90,
2025/07/15 17:57:08,320.817,126.484,-190.759,257.943,28.817,-0.9,0.4,292.679,-74.95,-305.00,2.90,
2025/07/15 17:57:09,146.625,162.316,-139.696,44.540,28.819,-0.9,0.4,292.936,-101.39,-86.96,2.90,
2025/07/15 17:58:00,883.134,156.774,-811.564,348.269,28.792,-0.9,0.4,291.971,-565.75,-569.65,2.90,
2025/07/15 17:58:01,883.377,156.833,-812.141,347.538,28.794,-0.9,0.4,292.026,-565.94,-569.77,2.90,
2025/07/15 17:58:02,883.277,156.864,-812.241,347.050,28.795,-0.9,0.4,292.057,-565.88,-569.70,2.90,
2025/07/15 17:58:03,883.349,156.875,-812.372,346.924,28.793,-0.9,0.4,292.069,-565.92,-569.76,2.90,
2025/07/15 17:58:04,883.334,156.889,-812.443,346.722,28.795,-0.9,0.4,292.082,-565.92,-569.74,2.90,
2025/07/15 17:58:05,883.306,156.896,-812.462,346.605,28.795,-0.9,0.4,292.089,-565.90,-569.72,2.90,
2025/07/15 17:58:06,883.263,156.906,-812.481,346.450,28.792,-0.9,0.4,292.100,-565.86,-569.70,2.90,
2025/07/15 17:58:07,883.263,156.915,-812.533,346.328,28.794,-0.9,0.4,292.108,-565.86,-569.70,2.90,
2025/07/15 17:58:08,883.234,156.926,-812.576,346.154,28.795,-0.9,0.4,292.120,-565.84,-569.68,2.90,
2025/07/15 17:58:09,883.206,156.919,-812.505,346.249,28.794,-0.9,0.4,292.112,-565.83,-569.66,2.90,
2025/07/15 17:59:00,883.049,156.780,-811.518,348.157,28.788,-0.9,0.4,291.976,-565.70,-569.59,2.90,
2025/07/15 17:59:01,883.334,156.839,-812.140,347.431,28.789,-0.9,0.4,292.032,-565.92,-569.74,2.90,
2025/07/15 17:59:02,883.377,156.860,-812.310,347.143,28.787,-0.9,0.4,292.054,-565.94,-569.77,2.90,
2025/07/15 17:59:03,883.334,156.892,-812.462,346.677,28.789,-0.9,0.4,292.085,-565.92,-569.74,2.90,
2025/07/15 17:59:04,883.334,156.900,-812.507,346.571,28.789,-0.9,0.4,292.092,-565.92,-569.74,2.90,
2025/07/15 17:59:05,883.277,156.903,-812.476,346.500,28.789,-0.9,0.4,292.096,-565.88,-569.70,2.90,
2025/07/15 17:59:06,883.320,156.915,-812.586,346.350,28.790,-0.9,0.4,292.108,-565.90,-569.74,2.90,
2025/07/15 17:59:07,883.306,156.923,-812.623,346.226,28.790,-0.9,0.4,292.116,-565.90,-569.72,2.90,
2025/07/15 17:59:08,883.249,156.923,-812.571,346.203,28.789,-0.9,0.4,292.116,-565.86,-569.68,2.90,
2025/07/15 17:59:09,883.306,156.934,-812.688,346.075,28.789,-0.9,0.4,292.126,-565.90,-569.72,2.89,
2025/07/15 18:00:00,883.277,156.775,-811.699,348.315,28.783,-0.9,0.4,291.970,-565.86,-569.72,2.90,
2025/07/15 18:00:01,883.420,156.846,-812.264,347.361,28.783,-0.9,0.4,292.041,-565.95,-569.81,2.90,
2025/07/15 18:00:02,883.535,156.867,-812.493,347.116,28.781,-0.9,0.4,292.061,-566.03,-569.89,2.90,
2025/07/15 18:00:03,883.492,156.883,-812.549,346.874,28.783,-0.9,0.4,292.076,-566.01,-569.85,2.90,
2025/07/15 18:00:04,883.478,156.897,-812.621,346.670,28.781,-0.9,0.4,292.091,-565.99,-569.85,2.90,
2025/07/15 18:00:05,883.492,156.908,-812.704,346.512,28.781,-0.9,0.4,292.102,-566.01,-569.85,2.90,
2025/07/15 18:00:06,883.663,156.916,-812.907,346.473,28.781,-0.9,0.4,292.109,-566.12,-569.96,2.90,
2025/07/15 18:00:07,883.520,156.914,-812.768,346.433,28.779,-0.9,0.4,292.108,-566.03,-569.87,2.90,
2025/07/15 18:00:08,883.420,156.922,-812.723,346.285,28.779,-0.9,0.4,292.117,-565.95,-569.81,2.89,
2025/07/15 18:00:09,883.420,156.925,-812.742,346.240,28.778,-0.9,0.4,292.120,-565.95,-569.81,2.89,
2025/07/15 18:01:00,882.806,156.777,-811.277,348.104,28.772,-0.9,0.4,291.983,-565.44,-569.54,2.90,
2025/07/15 18:01:01,883.234,156.839,-812.049,347.390,28.773,-0.9,0.4,292.035,-565.83,-569.70,2.90,
2025/07/15 18:01:02,883.306,156.876,-812.340,346.892,28.773,-0.9,0.4,292.071,-565.88,-569.74,2.90,
2025/07/15 18:01:03,883.277,156.892,-812.411,346.652,28.773,-0.9,0.4,292.087,-565.86,-569.72,2.90,
2025/07/15 18:01:04,883.277,156.901,-812.463,346.530,28.774,-0.9,0.4,292.095,-565.86,-569.72,2.90,
2025/07/15 18:01:05,883.206,156.916,-812.486,346.293,28.773,-0.9,0.4,292.109,-565.83,-569.66,2.90,
2025/07/15 18:01:06,883.177,156.926,-812.524,346.131,28.774,-0.9,0.4,292.120,-565.81,-569.65,2.90,
2025/07/15 18:01:07,883.263,156.925,-812.598,346.177,28.773,-0.9,0.4,292.119,-565.86,-569.70,2.90,
2025/07/15 18:01:08,883.206,156.932,-812.583,346.065,28.773,-0.9,0.4,292.125,-565.83,-569.66,2.89,
2025/07/15 18:01:09,883.149,156.938,-812.569,345.953,28.772,-0.9,0.4,292.132,-565.79,-569.63,2.89,
2025/07/15 18:02:00,883.263,156.799,-811.830,347.974,28.764,-0.9,0.4,291.996,-565.83,-569.74,2.90,
2025/07/15 18:02:01,883.263,156.860,-812.201,347.106,28.765,-0.9,0.4,292.054,-565.86,-569.70,2.90,
2025/07/15 18:02:02,883.234,156.884,-812.323,346.749,28.764,-0.9,0.4,292.078,-565.84,-569.68,2.90,
2025/07/15 18:02:03,883.206,156.904,-812.413,346.464,28.764,-0.9,0.4,292.097,-565.83,-569.66,2.90,
2025/07/15 18:02:04,883.177,156.906,-812.401,346.421,28.764,-0.9,0.4,292.099,-565.81,-569.65,2.90,
2025/07/15 18:02:05,883.234,156.915,-812.510,346.309,28.764,-0.9,0.4,292.109,-565.84,-569.68,2.90,
2025/07/15 18:02:06,883.177,156.929,-812.541,346.091,28.764,-0.9,0.4,292.123,-565.81,-569.65,2.90,
2025/07/15 18:02:07,883.149,156.933,-812.541,346.018,28.765,-0.9,0.4,292.127,-565.79,-569.63,2.89,
2025/07/15 18:02:08,883.177,156.935,-812.574,346.013,28.765,-0.9,0.4,292.128,-565.81,-569.65,2.89,
2025/07/15 18:02:09,883.149,156.941,-812.586,345.913,28.765,-0.9,0.4,292.135,-565.79,-569.63,2.89,
2025/07/15 18:03:00,883.249,156.800,-811.823,347.955,28.758,-0.9,0.4,291.996,-565.83,-569.72,2.90,
2025/07/15 18:03:01,883.406,156.858,-812.321,347.191,28.760,-0.9,0.4,292.051,-565.95,-569.79,2.90,
2025/07/15 18:03:02,883.234,156.880,-812.298,346.806,28.759,-0.9,0.4,292.074,-565.84,-569.68,2.90,
2025/07/15 18:03:03,883.463,156.894,-812.592,346.700,28.759,-0.9,0.4,292.088,-565.99,-569.83,2.90,
2025/07/15 18:03:04,883.249,156.911,-812.498,346.374,28.759,-0.9,0.4,292.104,-565.86,-569.68,2.90,
2025/07/15 18:03:05,883.420,156.921,-812.713,346.307,28.759,-0.9,0.4,292.113,-565.97,-569.79,2.90,
2025/07/15 18:03:06,883.191,156.933,-812.579,346.038,28.760,-0.9,0.4,292.126,-565.83,-569.65,2.90,
2025/07/15 18:03:07,883.249,156.926,-812.588,346.163,28.760,-0.9,0.4,292.119,-565.86,-569.68,2.89,
2025/07/15 18:03:08,883.220,156.939,-812.638,345.972,28.760,-0.9,0.4,292.131,-565.84,-569.66,2.89,
2025/07/15 18:03:09,883.191,156.939,-812.612,345.961,28.759,-0.9,0.4,292.131,-565.83,-569.65,2.89,
2025/07/15 18:04:00,883.406,156.800,-811.967,348.016,28.752,-0.9,0.4,291.995,-565.94,-569.81,2.90,
2025/07/15 18:04:01,883.563,156.853,-812.434,347.327,28.753,-0.9,0.4,292.047,-566.05,-569.90,2.90,
2025/07/15 18:04:02,883.520,156.883,-812.575,346.886,28.752,-0.9,0.4,292.076,-566.03,-569.87,2.90,
2025/07/15 18:04:03,883.492,156.902,-812.666,346.601,28.752,-0.9,0.4,292.095,-566.01,-569.85,2.90,
2025/07/15 18:04:04,883.463,156.914,-812.716,346.411,28.752,-0.9,0.4,292.108,-565.99,-569.83,2.90,
2025/07/15 18:04:05,883.435,156.923,-812.742,346.277,28.752,-0.9,0.4,292.117,-565.97,-569.81,2.90,
2025/07/15 18:04:06,883.392,156.935,-812.777,346.084,28.752,-0.9,0.4,292.128,-565.95,-569.77,2.90,
2025/07/15 18:04:07,883.306,156.938,-812.712,346.018,28.752,-0.9,0.4,292.130,-565.90,-569.72,2.89,
2025/07/15 18:04:08,883.334,156.937,-812.731,346.045,28.751,-0.9,0.4,292.129,-565.92,-569.74,2.89,
2025/07/15 18:04:09,883.449,156.948,-812.908,345.923,28.751,-0.9,0.4,292.141,-565.99,-569.81,2.89,
2025/07/15 18:05:00,883.335,156.797,-811.888,348.021,28.739,-0.9,0.4,291.994,-565.88,-569.77,2.90,
2025/07/15 18:05:01,883.420,156.859,-812.340,347.181,28.741,-0.9,0.4,292.054,-565.95,-569.81,2.90,
2025/07/15 18:05:02,883.463,156.877,-812.488,346.944,28.740,-0.9,0.4,292.070,-565.99,-569.83,2.90,
2025/07/15 18:05:03,883.520,156.902,-812.695,346.604,28.741,-0.9,0.4,292.096,-566.03,-569.87,2.90,
2025/07/15 18:05:04,883.506,156.913,-812.747,346.447,28.742,-0.9,0.4,292.106,-566.03,-569.85,2.90,
2025/07/15 18:05:05,883.563,156.917,-812.826,346.408,28.741,-0.9,0.4,292.110,-566.06,-569.89,2.90,
2025/07/15 18:05:06,883.492,156.927,-812.818,346.243,28.742,-0.9,0.4,292.121,-566.01,-569.85,2.90,
2025/07/15 18:05:07,883.477,156.937,-812.868,346.089,28.742,-0.9,0.4,292.130,-566.01,-569.83,2.89,
2025/07/15 18:05:08,883.549,156.943,-812.967,346.041,28.741,-0.9,0.4,292.137,-566.05,-569.89,2.89,
2025/07/15 18:05:09,883.506,156.950,-812.973,345.917,28.742,-0.9,0.4,292.143,-566.03,-569.85,2.89,
2025/07/15 18:06:00,883.063,156.800,-811.653,347.879,28.732,-0.9,0.4,291.997,-565.70,-569.61,2.90,
2025/07/15 18:06:01,883.320,156.855,-812.225,347.196,28.732,-0.9,0.4,292.051,-565.88,-569.76,2.90,
2025/07/15 18:06:02,883.392,156.883,-812.458,346.832,28.733,-0.9,0.4,292.077,-565.94,-569.79,2.90,
2025/07/15 18:06:03,883.392,156.899,-812.556,346.604,28.733,-0.9,0.4,292.093,-565.94,-569.79,2.90,
2025/07/15 18:06:04,883.377,156.914,-812.632,346.389,28.732,-0.9,0.4,292.107,-565.94,-569.77,2.90,
2025/07/15 18:06:05,883.377,156.926,-812.708,346.210,28.732,-0.9,0.4,292.120,-565.94,-569.77,2.90,
2025/07/15 18:06:06,883.363,156.934,-812.741,346.095,28.732,-0.9,0.4,292.128,-565.92,-569.77,2.89,
2025/07/15 18:06:07,883.377,156.954,-812.876,345.815,28.733,-0.9,0.4,292.148,-565.94,-569.77,2.89,
2025/07/15 18:06:08,883.377,156.942,-812.805,345.982,28.733,-0.9,0.4,292.136,-565.94,-569.77,2.89,
2025/07/15 18:06:09,883.349,156.951,-812.829,345.852,28.732,-0.9,0.4,292.144,-565.92,-569.76,2.89,
2025/07/15 18:07:00,883.206,156.798,-811.772,347.964,28.723,-0.9,0.4,291.995,-565.79,-569.70,2.90,
2025/07/15 18:07:01,883.592,156.867,-812.545,347.139,28.723,-0.9,0.4,292.061,-566.06,-569.92,2.90,
2025/07/15 18:07:02,883.535,156.889,-812.628,346.798,28.724,-0.9,0.4,292.084,-566.03,-569.89,2.90,
2025/07/15 18:07:03,883.563,156.900,-812.719,346.659,28.725,-0.9,0.4,292.094,-566.05,-569.90,2.90,
2025/07/15 18:07:04,883.520,156.919,-812.794,346.372,28.724,-0.9,0.4,292.112,-566.03,-569.87,2.90,
2025/07/15 18:07:05,883.506,156.924,-812.814,346.290,28.723,-0.9,0.4,292.119,-566.01,-569.87,2.90,
2025/07/15 18:07:06,883.449,156.930,-812.794,346.190,28.723,-0.9,0.4,292.124,-565.97,-569.83,2.89,
2025/07/15 18:07:07,883.578,156.939,-812.970,346.105,28.721,-0.9,0.4,292.133,-566.06,-569.90,2.89,
2025/07/15 18:07:08,883.520,156.943,-812.944,346.021,28.720,-0.9,0.4,292.137,-566.03,-569.87,2.89,
2025/07/15 18:07:09,883.520,156.945,-812.956,345.993,28.721,-0.9,0.4,292.139,-566.03,-569.87,2.89,
2025/07/15 18:08:00,882.920,156.805,-811.552,347.753,28.713,-0.9,0.4,292.006,-565.57,-569.55,2.90,
2025/07/15 18:08:01,883.292,156.861,-812.237,347.095,28.715,-0.9,0.4,292.057,-565.86,-569.74,2.90,
2025/07/15 18:08:02,883.335,156.886,-812.425,346.765,28.714,-0.9,0.4,292.081,-565.90,-569.76,2.90,
2025/07/15 18:08:03,883.449,156.906,-812.652,346.524,28.715,-0.9,0.4,292.101,-565.97,-569.83,2.90,
2025/07/15 18:08:04,883.420,156.922,-812.723,346.285,28.716,-0.9,0.4,292.117,-565.95,-569.81,2.90,
2025/07/15 18:08:05,883.449,156.928,-812.787,346.206,28.715,-0.9,0.4,292.123,-565.97,-569.83,2.89,
2025/07/15 18:08:06,883.435,156.927,-812.768,346.216,28.715,-0.9,0.4,292.121,-565.97,-569.81,2.89,
2025/07/15 18:08:07,883.478,156.940,-812.885,346.050,28.715,-0.9,0.4,292.135,-565.99,-569.85,2.89,
2025/07/15 18:08:08,883.520,156.944,-812.949,346.009,28.715,-0.9,0.4,292.138,-566.03,-569.87,2.89,
2025/07/15 18:08:09,883.563,156.948,-813.009,345.978,28.715,-0.9,0.4,292.142,-566.05,-569.90,2.89,
